class;source;target;total;path
ZipFileChooser;0;0;0;src/main/java/net/sf/jabref/importer/ZipFileChooser.java
AppendDatabaseAction;0;0;0;src/main/java/net/sf/jabref/importer/AppendDatabaseAction.java
EntryMarker;0;0;0;src/main/java/net/sf/jabref/gui/EntryMarker.java
UrlDragDrop;0;0;0;src/main/java/net/sf/jabref/gui/UrlDragDrop.java
PushToEmacs;0;0;0;src/main/java/net/sf/jabref/external/push/PushToEmacs.java
CleanupAction;0;0;0;src/main/java/net/sf/jabref/gui/actions/CleanupAction.java
ColorSetupPanel;0;0;0;src/main/java/net/sf/jabref/gui/preftabs/ColorSetupPanel.java
FileDialogs;0;0;0;src/main/java/net/sf/jabref/gui/FileDialogs.java
LabelPatternPrefTab;0;0;0;src/main/java/net/sf/jabref/gui/preftabs/LabelPatternPrefTab.java
PostgreSQL;0;0;0;src/main/java/net/sf/jabref/sql/database/PostgreSQL.java
MergeEntryDOIDialog;0;0;0;src/main/java/net/sf/jabref/gui/mergeentries/MergeEntryDOIDialog.java
NameFieldAutoCompleter;0;0;0;src/main/java/net/sf/jabref/logic/autocompleter/NameFieldAutoCompleter.java
ExplicitGroup;0;0;0;src/main/java/net/sf/jabref/logic/groups/ExplicitGroup.java
GroupsPrefsTab;0;0;0;src/main/java/net/sf/jabref/gui/preftabs/GroupsPrefsTab.java
JTextAreaWithHighlighting;0;0;0;src/main/java/net/sf/jabref/gui/fieldeditors/JTextAreaWithHighlighting.java
ChangeDisplayDialog;0;0;0;src/main/java/net/sf/jabref/collab/ChangeDisplayDialog.java
MySQL;0;0;0;src/main/java/net/sf/jabref/sql/database/MySQL.java
SQLUtil;0;0;0;src/main/java/net/sf/jabref/sql/SQLUtil.java
AbstractPushToApplication;0;0;0;src/main/java/net/sf/jabref/external/push/AbstractPushToApplication.java
CleanupPresetPanel;0;0;0;src/main/java/net/sf/jabref/gui/cleanup/CleanupPresetPanel.java
DragDropPane;0;0;0;src/main/java/net/sf/jabref/gui/DragDropPane.java
OpenDocumentSpreadsheetCreator;0;0;0;src/main/java/net/sf/jabref/exporter/OpenDocumentSpreadsheetCreator.java
ParserResult;0;0;0;src/main/java/net/sf/jabref/importer/ParserResult.java
DuplicateResolverDialog;0;0;0;src/main/java/net/sf/jabref/gui/DuplicateResolverDialog.java
PushToVim;0;0;0;src/main/java/net/sf/jabref/external/push/PushToVim.java
XmlCharsMap;0;0;0;src/main/java/net/sf/jabref/logic/util/strings/XmlCharsMap.java
InspecImporter;0;0;0;src/main/java/net/sf/jabref/importer/fileformat/InspecImporter.java
CopacImporter;0;0;0;src/main/java/net/sf/jabref/importer/fileformat/CopacImporter.java
MainTableColumn;0;0;0;src/main/java/net/sf/jabref/gui/maintable/MainTableColumn.java
GUIGlobals;0;0;0;src/main/java/net/sf/jabref/gui/GUIGlobals.java
KeyBindingsDialog;0;0;0;src/main/java/net/sf/jabref/gui/keyboard/KeyBindingsDialog.java
MSBibConverter;0;0;0;src/main/java/net/sf/jabref/logic/msbib/MSBibConverter.java
EntryTypeList;0;0;0;src/main/java/net/sf/jabref/gui/EntryTypeList.java
FieldContentSelector;0;0;0;src/main/java/net/sf/jabref/gui/FieldContentSelector.java
ResolveDuplicateLabelDialog;0;0;0;src/main/java/net/sf/jabref/gui/labelpattern/ResolveDuplicateLabelDialog.java
WriteXMPEntryEditorAction;0;0;0;src/main/java/net/sf/jabref/external/WriteXMPEntryEditorAction.java
AuxParser;0;0;0;src/main/java/net/sf/jabref/logic/auxparser/AuxParser.java
FileListEditorTransferHandler;0;0;0;src/main/java/net/sf/jabref/gui/fieldeditors/FileListEditorTransferHandler.java
KeyBinding;0;0;0;src/main/java/net/sf/jabref/gui/keyboard/KeyBinding.java
GroupTreeCellRenderer;0;0;0;src/main/java/net/sf/jabref/gui/groups/GroupTreeCellRenderer.java
OpenOfficeDocumentCreator;0;0;0;src/main/java/net/sf/jabref/exporter/OpenOfficeDocumentCreator.java
TextArea;0;0;0;src/main/java/net/sf/jabref/gui/fieldeditors/TextArea.java
MSBibMapping;0;0;0;src/main/java/net/sf/jabref/logic/msbib/MSBibMapping.java
Version;0;0;0;src/main/java/net/sf/jabref/logic/util/Version.java
UndoableAddOrRemoveGroup;0;0;0;src/main/java/net/sf/jabref/gui/groups/UndoableAddOrRemoveGroup.java
MainTableFormat;0;0;0;src/main/java/net/sf/jabref/gui/maintable/MainTableFormat.java
BibtexSingleField;0;0;0;src/main/java/net/sf/jabref/model/entry/BibtexSingleField.java
EntryTypes;0;0;0;src/main/java/net/sf/jabref/model/EntryTypes.java
ExportToClipboardAction;0;0;0;src/main/java/net/sf/jabref/exporter/ExportToClipboardAction.java
ImportFormats;0;0;0;src/main/java/net/sf/jabref/importer/ImportFormats.java
JabRefPreferencesFilterDialog;0;0;0;src/main/java/net/sf/jabref/JabRefPreferencesFilterDialog.java
Layout;0;0;0;src/main/java/net/sf/jabref/logic/layout/Layout.java
EntryComparator;0;0;0;src/main/java/net/sf/jabref/logic/bibtex/comparator/EntryComparator.java
FileField;0;0;0;src/main/java/net/sf/jabref/model/entry/FileField.java
SearchQuery;0;0;0;src/main/java/net/sf/jabref/logic/search/SearchQuery.java
SendAsEMailAction;0;0;0;src/main/java/net/sf/jabref/gui/worker/SendAsEMailAction.java
ExternalTab;0;0;0;src/main/java/net/sf/jabref/gui/preftabs/ExternalTab.java
MergeDialog;0;0;0;src/main/java/net/sf/jabref/gui/MergeDialog.java
BibtexString;0;0;0;src/main/java/net/sf/jabref/model/entry/BibtexString.java
FieldTextMenu;0;0;0;src/main/java/net/sf/jabref/gui/fieldeditors/contextmenu/FieldTextMenu.java
MSBibDatabase;0;0;0;src/main/java/net/sf/jabref/logic/msbib/MSBibDatabase.java
PushToLyx;0;0;0;src/main/java/net/sf/jabref/external/push/PushToLyx.java
VerticalLabelUI;0;0;0;src/main/java/net/sf/jabref/gui/util/component/VerticalLabelUI.java
AdvancedCiteDialog;0;0;0;src/main/java/net/sf/jabref/gui/openoffice/AdvancedCiteDialog.java
DOI;0;0;0;src/main/java/net/sf/jabref/logic/util/DOI.java
PersonName;0;0;0;src/main/java/net/sf/jabref/logic/mods/PersonName.java
SaveOrderConfigDisplay;0;0;0;src/main/java/net/sf/jabref/gui/SaveOrderConfigDisplay.java
BibTeXConverter;0;0;0;src/main/java/net/sf/jabref/logic/msbib/BibTeXConverter.java
GrammarBasedSearchRuleDescriber;0;0;0;src/main/java/net/sf/jabref/logic/search/rules/describer/GrammarBasedSearchRuleDescriber.java
JournalAbbreviationRepository;0;0;0;src/main/java/net/sf/jabref/logic/journals/JournalAbbreviationRepository.java
RenamePdfCleanup;0;0;0;src/main/java/net/sf/jabref/logic/cleanup/RenamePdfCleanup.java
AbstractGroup;0;0;0;src/main/java/net/sf/jabref/logic/groups/AbstractGroup.java
Cookie;0;0;0;src/main/java/net/sf/jabref/logic/net/Cookie.java
CrossRef;0;0;0;src/main/java/net/sf/jabref/importer/fetcher/CrossRef.java
MonthUtil;0;0;0;src/main/java/net/sf/jabref/model/entry/MonthUtil.java
OpenOfficeFileSearch;0;0;0;src/main/java/net/sf/jabref/logic/openoffice/OpenOfficeFileSearch.java
CustomImporter;0;0;0;src/main/java/net/sf/jabref/importer/CustomImporter.java
FileSortTab;0;0;0;src/main/java/net/sf/jabref/gui/preftabs/FileSortTab.java
ExternalFileMenuItem;0;0;0;src/main/java/net/sf/jabref/external/ExternalFileMenuItem.java
ArXiv;0;0;0;src/main/java/net/sf/jabref/logic/fulltext/ArXiv.java
AddToGroupAction;0;0;0;src/main/java/net/sf/jabref/gui/groups/AddToGroupAction.java
KeyBindingPreferences;0;0;0;src/main/java/net/sf/jabref/gui/keyboard/KeyBindingPreferences.java
MergeEntriesDialog;0;0;0;src/main/java/net/sf/jabref/gui/mergeentries/MergeEntriesDialog.java
AboutDialog;0;0;0;src/main/java/net/sf/jabref/gui/help/AboutDialog.java
AutosaveStartupPrompter;0;0;0;src/main/java/net/sf/jabref/importer/AutosaveStartupPrompter.java
MedlineImporter;0;0;0;src/main/java/net/sf/jabref/importer/fileformat/MedlineImporter.java
OAI2Handler;0;0;0;src/main/java/net/sf/jabref/importer/OAI2Handler.java
JabRefPreferencesFilter;0;0;0;src/main/java/net/sf/jabref/JabRefPreferencesFilter.java
PositionWindow;0;0;0;src/main/java/net/sf/jabref/gui/util/PositionWindow.java
PreferencesMigrations;0;0;0;src/main/java/net/sf/jabref/migrations/PreferencesMigrations.java
SearchFixDuplicateLabels;0;0;0;src/main/java/net/sf/jabref/gui/labelpattern/SearchFixDuplicateLabels.java
WrapLayout;0;0;0;src/main/java/net/sf/jabref/gui/WrapLayout.java
AbstractAutoCompleter;0;0;0;src/main/java/net/sf/jabref/logic/autocompleter/AbstractAutoCompleter.java
ImportFormat;0;0;0;src/main/java/net/sf/jabref/importer/fileformat/ImportFormat.java
ClipBoardManager;0;0;0;src/main/java/net/sf/jabref/gui/ClipBoardManager.java
AbbreviationParser;0;0;0;src/main/java/net/sf/jabref/logic/journals/AbbreviationParser.java
EntryEditorTabFocusListener;0;0;0;src/main/java/net/sf/jabref/gui/entryeditor/EntryEditorTabFocusListener.java
FieldChange;0;0;0;src/main/java/net/sf/jabref/model/FieldChange.java
MarkEntriesAction;0;0;0;src/main/java/net/sf/jabref/gui/worker/MarkEntriesAction.java
SpecialFieldDropDown;0;0;0;src/main/java/net/sf/jabref/specialfields/SpecialFieldDropDown.java
NewVersionDialog;0;0;0;src/main/java/net/sf/jabref/gui/help/NewVersionDialog.java
BibtexKeyPatternDialog;0;0;0;src/main/java/net/sf/jabref/gui/BibtexKeyPatternDialog.java
FileHistoryMenu;0;0;0;src/main/java/net/sf/jabref/gui/menus/FileHistoryMenu.java
SearchWorker;0;0;0;src/main/java/net/sf/jabref/gui/search/SearchWorker.java
Linux;0;0;0;src/main/java/net/sf/jabref/gui/desktop/os/Linux.java
PushToApplicationAction;0;0;0;src/main/java/net/sf/jabref/external/push/PushToApplicationAction.java
FindFullTextAction;0;0;0;src/main/java/net/sf/jabref/external/FindFullTextAction.java
AllEntriesGroup;0;0;0;src/main/java/net/sf/jabref/logic/groups/AllEntriesGroup.java
MacAdapter;0;0;0;src/main/java/osx/macadapter/MacAdapter.java
ScienceDirect;0;0;0;src/main/java/net/sf/jabref/logic/fulltext/ScienceDirect.java
TransferableEntrySelection;0;0;0;src/main/java/net/sf/jabref/gui/groups/TransferableEntrySelection.java
UnicodeToLatexFormatter;0;0;0;src/main/java/net/sf/jabref/logic/formatter/bibtexfields/UnicodeToLatexFormatter.java
VersionWorker;0;0;0;src/main/java/net/sf/jabref/gui/worker/VersionWorker.java
BibTeXMLHandler;0;0;0;src/main/java/net/sf/jabref/importer/fileformat/BibTeXMLHandler.java
SearchQueryHighlightObservable;0;0;0;src/main/java/net/sf/jabref/logic/search/SearchQueryHighlightObservable.java
ChangeEntryTypeMenu;0;0;0;src/main/java/net/sf/jabref/gui/menus/ChangeEntryTypeMenu.java
SidePaneComponent;0;0;0;src/main/java/net/sf/jabref/gui/SidePaneComponent.java
Word;0;0;0;src/main/java/net/sf/jabref/logic/formatter/casechanger/Word.java
IntegrityCheckAction;0;0;0;src/main/java/net/sf/jabref/gui/actions/IntegrityCheckAction.java
MoveFilesCleanup;0;0;0;src/main/java/net/sf/jabref/logic/cleanup/MoveFilesCleanup.java
XMLChars;0;0;0;src/main/java/net/sf/jabref/logic/layout/format/XMLChars.java
BibTeXMLImporter;0;0;0;src/main/java/net/sf/jabref/importer/fileformat/BibTeXMLImporter.java
GeneralRenderer;0;0;0;src/main/java/net/sf/jabref/gui/renderer/GeneralRenderer.java
INSPIREBibtexFilterReader;0;0;0;src/main/java/net/sf/jabref/importer/fetcher/INSPIREBibtexFilterReader.java
AuxParserResult;0;0;0;src/main/java/net/sf/jabref/logic/auxparser/AuxParserResult.java
BrowseAction;0;0;0;src/main/java/net/sf/jabref/gui/actions/BrowseAction.java
ListAutoCompleteRenderer;0;0;0;src/main/java/net/sf/jabref/gui/autocompleter/ListAutoCompleteRenderer.java
OpenFileFilter;0;0;0;src/main/java/net/sf/jabref/gui/OpenFileFilter.java
WaitForSaveOperation;0;0;0;src/main/java/net/sf/jabref/gui/WaitForSaveOperation.java
Actions;0;0;0;src/main/java/net/sf/jabref/gui/actions/Actions.java
CleanupWorker;0;0;0;src/main/java/net/sf/jabref/logic/cleanup/CleanupWorker.java
SimpleUrlDragDrop;0;0;0;src/main/java/net/sf/jabref/gui/entryeditor/SimpleUrlDragDrop.java
FileUpdatePanel;0;0;0;src/main/java/net/sf/jabref/collab/FileUpdatePanel.java
SidePane;0;0;0;src/main/java/net/sf/jabref/gui/SidePane.java
CookieHandlerImpl;0;0;0;src/main/java/net/sf/jabref/logic/net/CookieHandlerImpl.java
DuplicationChecker;0;0;0;src/main/java/net/sf/jabref/model/database/DuplicationChecker.java
CleanupActionsListModel;0;0;0;src/main/java/net/sf/jabref/gui/cleanup/CleanupActionsListModel.java
DbConnectAction;0;0;0;src/main/java/net/sf/jabref/sql/DbConnectAction.java
IEEETranEntryTypes;0;0;0;src/main/java/net/sf/jabref/model/entry/IEEETranEntryTypes.java
KeyBindingRepository;0;0;0;src/main/java/net/sf/jabref/gui/keyboard/KeyBindingRepository.java
CitationEntry;0;0;0;src/main/java/net/sf/jabref/logic/openoffice/CitationEntry.java
Formatters;0;0;0;src/main/java/net/sf/jabref/logic/formatter/Formatters.java
Abbreviation;0;0;0;src/main/java/net/sf/jabref/logic/journals/Abbreviation.java
NewEntryAction;0;0;0;src/main/java/net/sf/jabref/gui/actions/NewEntryAction.java
PdfXmpImporter;0;0;0;src/main/java/net/sf/jabref/importer/fileformat/PdfXmpImporter.java
SpecialFieldAction;0;0;0;src/main/java/net/sf/jabref/specialfields/SpecialFieldAction.java
TitleParser;0;0;0;src/main/java/net/sf/jabref/logic/formatter/casechanger/TitleParser.java
JTextFieldChangeListenerUtil;0;0;0;src/main/java/net/sf/jabref/gui/search/JTextFieldChangeListenerUtil.java
MODSDatabase;0;0;0;src/main/java/net/sf/jabref/logic/mods/MODSDatabase.java
BibtexPurify;0;0;0;src/main/java/net/sf/jabref/bst/BibtexPurify.java
IEEE;0;0;0;src/main/java/net/sf/jabref/logic/fulltext/IEEE.java
ParsedFileField;0;0;0;src/main/java/net/sf/jabref/model/entry/ParsedFileField.java
PreventDraggingJTableHeader;0;0;0;src/main/java/net/sf/jabref/gui/maintable/PreventDraggingJTableHeader.java
TagToMarkedTextStore;0;0;0;src/main/java/net/sf/jabref/gui/plaintextimport/TagToMarkedTextStore.java
HelpAction;0;0;0;src/main/java/net/sf/jabref/gui/help/HelpAction.java
Iso690NamesAuthors;0;0;0;src/main/java/net/sf/jabref/logic/layout/format/Iso690NamesAuthors.java
SaveException;0;0;0;src/main/java/net/sf/jabref/exporter/SaveException.java
AbbreviateAction;0;0;0;src/main/java/net/sf/jabref/gui/journals/AbbreviateAction.java
DoiResolution;0;0;0;src/main/java/net/sf/jabref/logic/fulltext/DoiResolution.java
GroupsUtil;0;0;0;src/main/java/net/sf/jabref/logic/groups/GroupsUtil.java
RemoveBracesFormatter;0;0;0;src/main/java/net/sf/jabref/logic/formatter/bibtexfields/RemoveBracesFormatter.java
TransferableBibtexEntry;0;0;0;src/main/java/net/sf/jabref/gui/TransferableBibtexEntry.java
BibLatexEntryType;0;0;0;src/main/java/net/sf/jabref/model/entry/BibLatexEntryType.java
ErrorConsoleAction;0;0;0;src/main/java/net/sf/jabref/gui/actions/ErrorConsoleAction.java
ImportFileFilter;0;0;0;src/main/java/net/sf/jabref/importer/ImportFileFilter.java
KeyBindingTableModel;0;0;0;src/main/java/net/sf/jabref/gui/keyboard/KeyBindingTableModel.java
Protocol;0;0;0;src/main/java/net/sf/jabref/logic/remote/shared/Protocol.java
CheckForNewEntryTypesAction;0;0;0;src/main/java/net/sf/jabref/importer/CheckForNewEntryTypesAction.java
ExportFileFilter;0;0;0;src/main/java/net/sf/jabref/exporter/ExportFileFilter.java
GetOpenOfficeType;0;0;0;src/main/java/net/sf/jabref/logic/layout/format/GetOpenOfficeType.java
PageNumbers;0;0;0;src/main/java/net/sf/jabref/logic/mods/PageNumbers.java
RemoteListenerServer;0;0;0;src/main/java/net/sf/jabref/logic/remote/server/RemoteListenerServer.java
UnabbreviateAction;0;0;0;src/main/java/net/sf/jabref/gui/journals/UnabbreviateAction.java
AutoLinkFilesAction;0;0;0;src/main/java/net/sf/jabref/gui/actions/AutoLinkFilesAction.java
ListSynchronizer;0;0;0;src/main/java/net/sf/jabref/gui/maintable/ListSynchronizer.java
RegexBasedSearchRule;0;0;0;src/main/java/net/sf/jabref/logic/search/rules/RegexBasedSearchRule.java
WarnAssignmentSideEffects;0;0;0;src/main/java/net/sf/jabref/gui/groups/WarnAssignmentSideEffects.java
JTextFieldWithUnfocusedText;0;0;0;src/main/java/net/sf/jabref/gui/util/component/JTextFieldWithUnfocusedText.java
ParserResultWarningDialog;0;0;0;src/main/java/net/sf/jabref/gui/ParserResultWarningDialog.java
DoiCleanup;0;0;0;src/main/java/net/sf/jabref/logic/cleanup/DoiCleanup.java
MinifyNameListFormatter;0;0;0;src/main/java/net/sf/jabref/logic/formatter/minifier/MinifyNameListFormatter.java
ModsExportFormat;0;0;0;src/main/java/net/sf/jabref/exporter/ModsExportFormat.java
MSBibExportFormat;0;0;0;src/main/java/net/sf/jabref/exporter/MSBibExportFormat.java
BibtexTextPrefix;0;0;0;src/main/java/net/sf/jabref/bst/BibtexTextPrefix.java
KeyBindingsListener;0;0;0;src/main/java/net/sf/jabref/gui/keyboard/KeyBindingsListener.java
MsBibImporter;0;0;0;src/main/java/net/sf/jabref/importer/fileformat/MsBibImporter.java
RelativePathsCleanup;0;0;0;src/main/java/net/sf/jabref/logic/cleanup/RelativePathsCleanup.java
UndoableChangeAssignment;0;0;0;src/main/java/net/sf/jabref/gui/groups/UndoableChangeAssignment.java
ContainsAndRegexBasedSearchRuleDescriber;0;0;0;src/main/java/net/sf/jabref/logic/search/rules/describer/ContainsAndRegexBasedSearchRuleDescriber.java
FindFullText;0;0;0;src/main/java/net/sf/jabref/logic/fulltext/FindFullText.java
QuotedStringTokenizer;0;0;0;src/main/java/net/sf/jabref/logic/util/strings/QuotedStringTokenizer.java
UndoableKeyChange;0;0;0;src/main/java/net/sf/jabref/gui/undo/UndoableKeyChange.java
UndoableModifyGroup;0;0;0;src/main/java/net/sf/jabref/gui/groups/UndoableModifyGroup.java
Windows;0;0;0;src/main/java/net/sf/jabref/gui/desktop/os/Windows.java
ContainBasedSearchRule;0;0;0;src/main/java/net/sf/jabref/logic/search/rules/ContainBasedSearchRule.java
DBLPHelper;0;0;0;src/main/java/net/sf/jabref/importer/fetcher/DBLPHelper.java
Languages;0;0;0;src/main/java/net/sf/jabref/logic/l10n/Languages.java
SaveAllAction;0;0;0;src/main/java/net/sf/jabref/exporter/SaveAllAction.java
UndoableMoveGroup;0;0;0;src/main/java/net/sf/jabref/gui/groups/UndoableMoveGroup.java
BibtexEntryType;0;0;0;src/main/java/net/sf/jabref/model/entry/BibtexEntryType.java
BuildInfo;0;0;0;src/main/java/net/sf/jabref/logic/util/BuildInfo.java
EncodingControl;0;0;0;src/main/java/net/sf/jabref/logic/l10n/EncodingControl.java
GoogleScholar;0;0;0;src/main/java/net/sf/jabref/logic/fulltext/GoogleScholar.java
RtfSelection;0;0;0;src/main/java/net/sf/jabref/exporter/RtfSelection.java
SpringerLink;0;0;0;src/main/java/net/sf/jabref/logic/fulltext/SpringerLink.java
TransferableFileLinkSelection;0;0;0;src/main/java/net/sf/jabref/external/TransferableFileLinkSelection.java
Cache;0;0;0;src/main/java/net/sf/jabref/logic/logging/Cache.java
SentenceAnalyzer;0;0;0;src/main/java/net/sf/jabref/logic/search/rules/SentenceAnalyzer.java
UndoableAbbreviator;0;0;0;src/main/java/net/sf/jabref/gui/journals/UndoableAbbreviator.java
BiblatexCleanup;0;0;0;src/main/java/net/sf/jabref/logic/cleanup/BiblatexCleanup.java
ImportInspectionCommandLine;0;0;0;src/main/java/net/sf/jabref/importer/ImportInspectionCommandLine.java
AbstractParamLayoutFormatter;0;0;0;src/main/java/net/sf/jabref/logic/layout/AbstractParamLayoutFormatter.java
CreateDocBookAuthors;0;0;0;src/main/java/net/sf/jabref/logic/layout/format/CreateDocBookAuthors.java
HtmlTransferable;0;0;0;src/main/java/net/sf/jabref/gui/fieldeditors/HtmlTransferable.java
ISSNChecker;0;0;0;src/main/java/net/sf/jabref/logic/integrity/ISSNChecker.java
PreviewPanelTransferHandler;0;0;0;src/main/java/net/sf/jabref/gui/fieldeditors/PreviewPanelTransferHandler.java
URLUtil;0;0;0;src/main/java/net/sf/jabref/logic/net/URLUtil.java
AttachFileAction;0;0;0;src/main/java/net/sf/jabref/external/AttachFileAction.java
FileBasedLock;0;0;0;src/main/java/net/sf/jabref/logic/util/io/FileBasedLock.java
FormatNameFunction;0;0;0;src/main/java/net/sf/jabref/bst/FormatNameFunction.java
RemoveFromGroupAction;0;0;0;src/main/java/net/sf/jabref/gui/groups/RemoveFromGroupAction.java
VerifyingWriter;0;0;0;src/main/java/net/sf/jabref/exporter/VerifyingWriter.java
BibsonomyScraper;0;0;0;src/main/java/net/sf/jabref/importer/fetcher/BibsonomyScraper.java
OSX;0;0;0;src/main/java/net/sf/jabref/gui/desktop/os/OSX.java
Ordinal;0;0;0;src/main/java/net/sf/jabref/logic/layout/format/Ordinal.java
OverlayPanel;0;0;0;src/main/java/net/sf/jabref/gui/util/component/OverlayPanel.java
BibtexStringComparator;0;0;0;src/main/java/net/sf/jabref/logic/bibtex/comparator/BibtexStringComparator.java
OrdinalsToSuperscriptFormatter;0;0;0;src/main/java/net/sf/jabref/logic/formatter/bibtexfields/OrdinalsToSuperscriptFormatter.java
TitleCaseFormatter;0;0;0;src/main/java/net/sf/jabref/logic/formatter/casechanger/TitleCaseFormatter.java
DatePickerButton;0;0;0;src/main/java/net/sf/jabref/gui/date/DatePickerButton.java
GlobalSearchWorker;0;0;0;src/main/java/net/sf/jabref/gui/search/GlobalSearchWorker.java
GuiAppender;0;0;0;src/main/java/net/sf/jabref/logic/logging/GuiAppender.java
LowerCaseFormatter;0;0;0;src/main/java/net/sf/jabref/logic/formatter/casechanger/LowerCaseFormatter.java
NewSubDatabaseAction;0;0;0;src/main/java/net/sf/jabref/gui/actions/NewSubDatabaseAction.java
SpecialFieldUpdateListener;0;0;0;src/main/java/net/sf/jabref/specialfields/SpecialFieldUpdateListener.java
GroupsParser;0;0;0;src/main/java/net/sf/jabref/logic/groups/GroupsParser.java
IconComparator;0;0;0;src/main/java/net/sf/jabref/gui/util/comparator/IconComparator.java
IdentityFormatter;0;0;0;src/main/java/net/sf/jabref/logic/formatter/IdentityFormatter.java
RemoteListenerClient;0;0;0;src/main/java/net/sf/jabref/logic/remote/client/RemoteListenerClient.java
UndoableUnabbreviator;0;0;0;src/main/java/net/sf/jabref/gui/journals/UndoableUnabbreviator.java
FileFinder;0;0;0;src/main/java/net/sf/jabref/logic/util/io/FileFinder.java
MatcherSet;0;0;0;src/main/java/net/sf/jabref/logic/search/matchers/MatcherSet.java
StreamEavesdropper;0;0;0;src/main/java/net/sf/jabref/logic/error/StreamEavesdropper.java
ACS;0;0;0;src/main/java/net/sf/jabref/logic/fulltext/ACS.java
CanonicalBibtexEntry;0;0;0;src/main/java/net/sf/jabref/model/entry/CanonicalBibtexEntry.java
EntriesGroupChange;0;0;0;src/main/java/net/sf/jabref/logic/groups/EntriesGroupChange.java
PasteAction;0;0;0;src/main/java/net/sf/jabref/gui/actions/PasteAction.java
SortTabsAction;0;0;0;src/main/java/net/sf/jabref/gui/actions/SortTabsAction.java
AuthorAndsReplacer;0;0;0;src/main/java/net/sf/jabref/logic/layout/format/AuthorAndsReplacer.java
CopyAction;0;0;0;src/main/java/net/sf/jabref/gui/actions/CopyAction.java
DefaultDesktop;0;0;0;src/main/java/net/sf/jabref/gui/desktop/os/DefaultDesktop.java
FieldEditor;0;0;0;src/main/java/net/sf/jabref/gui/fieldeditors/FieldEditor.java
HTMLParagraphs;0;0;0;src/main/java/net/sf/jabref/logic/layout/format/HTMLParagraphs.java
UndoableChangeType;0;0;0;src/main/java/net/sf/jabref/gui/undo/UndoableChangeType.java
DBExporterAndImporterFactory;0;0;0;src/main/java/net/sf/jabref/sql/DBExporterAndImporterFactory.java
FileNameCleaner;0;0;0;src/main/java/net/sf/jabref/logic/util/io/FileNameCleaner.java
TextPrefixFunction;0;0;0;src/main/java/net/sf/jabref/bst/TextPrefixFunction.java
Title;0;0;0;src/main/java/net/sf/jabref/logic/formatter/casechanger/Title.java
AutoCompleterFactory;0;0;0;src/main/java/net/sf/jabref/logic/autocompleter/AutoCompleterFactory.java
ChangeCaseFunction;0;0;0;src/main/java/net/sf/jabref/bst/ChangeCaseFunction.java
CheckBoxMessage;0;0;0;src/main/java/net/sf/jabref/gui/util/component/CheckBoxMessage.java
ContentAutoCompleters;0;0;0;src/main/java/net/sf/jabref/logic/autocompleter/ContentAutoCompleters.java
CreateBibORDFAuthors;0;0;0;src/main/java/net/sf/jabref/logic/layout/format/CreateBibORDFAuthors.java
IntegrityMessage;0;0;0;src/main/java/net/sf/jabref/logic/integrity/IntegrityMessage.java
RankingFieldComparator;0;0;0;src/main/java/net/sf/jabref/gui/util/comparator/RankingFieldComparator.java
WrapContent;0;0;0;src/main/java/net/sf/jabref/logic/layout/format/WrapContent.java
AuthorAndsCommaReplacer;0;0;0;src/main/java/net/sf/jabref/logic/layout/format/AuthorAndsCommaReplacer.java
BibDatabaseModeDetection;0;0;0;src/main/java/net/sf/jabref/model/database/BibDatabaseModeDetection.java
CapitalizeFormatter;0;0;0;src/main/java/net/sf/jabref/logic/formatter/casechanger/CapitalizeFormatter.java
DatabaseSearcher;0;0;0;src/main/java/net/sf/jabref/logic/search/DatabaseSearcher.java
DefaultAutoCompleter;0;0;0;src/main/java/net/sf/jabref/logic/autocompleter/DefaultAutoCompleter.java
EntryFetchers;0;0;0;src/main/java/net/sf/jabref/importer/fetcher/EntryFetchers.java
HighlightMatchingGroupPreferences;0;0;0;src/main/java/net/sf/jabref/HighlightMatchingGroupPreferences.java
MainTableHeaderRenderer;0;0;0;src/main/java/net/sf/jabref/gui/maintable/MainTableHeaderRenderer.java
MatchesHighlighter;0;0;0;src/main/java/net/sf/jabref/logic/search/MatchesHighlighter.java
OSXCompatibleToolbar;0;0;0;src/main/java/net/sf/jabref/gui/OSXCompatibleToolbar.java
SentenceCaseFormatter;0;0;0;src/main/java/net/sf/jabref/logic/formatter/casechanger/SentenceCaseFormatter.java
UpperCaseFormatter;0;0;0;src/main/java/net/sf/jabref/logic/formatter/casechanger/UpperCaseFormatter.java
XMLUtil;0;0;0;src/main/java/net/sf/jabref/logic/util/io/XMLUtil.java
ClearFormatter;0;0;0;src/main/java/net/sf/jabref/logic/formatter/bibtexfields/ClearFormatter.java
HtmlToUnicodeFormatter;0;0;0;src/main/java/net/sf/jabref/logic/formatter/bibtexfields/HtmlToUnicodeFormatter.java
NewDatabaseAction;0;0;0;src/main/java/net/sf/jabref/gui/actions/NewDatabaseAction.java
NormalizeNamesFormatter;0;0;0;src/main/java/net/sf/jabref/logic/formatter/bibtexfields/NormalizeNamesFormatter.java
EntryConverter;0;0;0;src/main/java/net/sf/jabref/model/entry/EntryConverter.java
FieldProperties;0;0;0;src/main/java/net/sf/jabref/model/entry/FieldProperties.java
FirstColumnComparator;0;0;0;src/main/java/net/sf/jabref/gui/util/comparator/FirstColumnComparator.java
IfPlural;0;0;0;src/main/java/net/sf/jabref/logic/layout/format/IfPlural.java
