;Class;findbugsScary;findbugsBadPractice;findbugsStyle;findbugsAll;pmdPriority;pmdCodeSize;pmdDesign;pmdCoupling;pmdAll;WMC;DIT;NOC;CBO;RFC;LCOM;Ca;NPM;Lines;Statements;X..Branches;Calls;X..Comments;Classes;Methods.Class;Avg.Stmts.Method;Max.Complexity;Max.Depth;Avg.Depth;Avg.Complexity;ID;ncloc;complexity;class_complexity;comment_lines;comment_lines_density;public_undocumented_api;duplicated_lines;violations;code_smells;sqale_index;sqale_debt_ratio;bugs;vulnerabilities;statements;public_api;functions;Commits;CreationTime;Source;Target;Total;DAC;LD;MPC
111;CapitalizeFormatter;0;0;0;0;0;0;0;3;12;6;1;0;4;14;15;3;6;41;16;0;7;43897;1;5;43922;1;2;43466;1;469;28;5;5;1;43924;1;0;1;1;5;0.6;0;0;7;1;5;2;1459521143;0;0;0;3;0;5
112;CaseChangeMenu;0;0;0;0;0;0;0;0;6;2;7;0;4;18;1;1;1;42;17;44079;12;38.1;1;1;7;2;3;44166;2;190;20;2;2;1;44047;2;0;2;2;245;40.8;0;0;9;2;1;26;1364106558;0;0;0;3;0;3
113;CaseKeeperList;0;0;0;0;1;0;1;0;26;3;1;0;0;7;1;1;1;1020;19;43961;5;43833;1;2;43954;3;3;44197;2;470;979;4;4;13;43891;1;0;2;2;10;0;0;0;9;2;2;28;1352892397;0;0;0;0;0;0
114;Change;0;0;0;0;2;0;0;1;21;8;2;11;3;10;12;12;6;82;26;44019;6;40.2;1;6;43952;4;3;42005;43952;17;35;8;8;12;43976;0;0;1;1;5;0.5;0;0;8;3;6;22;1364106558;4;0;4;3;1;0
115;ChangeCaseFunction;0;0;0;1;2;0;0;7;28;2;1;0;6;13;0;1;2;81;22;43995;13;48.1;1;2;43957;5;3;16438;3;6;29;9;9;19;39.6;1;0;2;2;25;44076;0;0;13;2;2;13;1364106558;0;0;0;6;1;4
116;ChangeDisplayDialog;0;0;0;0;0;0;1;0;41;7;6;0;8;64;11;1;3;161;90;43863;81;43904;1;1;58;0;3;43922;0;18;118;12;12;5;43834;0;0;3;3;265;43958;0;0;68;0;3;32;1364106558;0;0;0;4;43922;8
117;ChangeEntryTypeMenu;0;0;0;0;2;0;0;4;29;5;1;0;13;34;10;3;3;85;56;44082;56;43992;1;5;6;4;4;13150;2;247;66;9;9;7;43991;5;0;1;1;5;0.3;0;0;31;5;5;12;1448029383;0;0;0;11;0;9
118;ChangeScanner;0;0;1;1;38;25;1;70;264;16;1;0;40;113;16;3;4;510;258;43913;251;43966;1;12;16.58;25;9+;44138;43987;19;361;88;44;57;43995;6;0;12;12;181;44013;0;0;209;6;13;92;1364106558;23;0;23;25;0.846153846;76
119;ChangeTypeAction;0;0;0;0;0;0;0;0;11;2;2;0;2;5;0;1;2;25;14;0;4;0;1;2;2;1;2;0.86;1;142;18;2;2;0;0;2;0;1;1;5;0.9;0;0;4;2;2;5;1448029383;0;0;0;2;1;2
120;CheckBoxMessage;0;0;0;0;0;0;0;0;14;2;5;0;0;17;0;6;2;52;26;0;12;44071;1;2;7;1;2;43466;1;317;29;2;2;0;0;3;0;1;1;5;0.6;0;0;14;3;2;17;1364106558;0;0;0;0;1;0
121;CheckForNewEntryTypesAction;0;0;0;1;3;0;0;11;36;3;1;0;15;37;3;1;3;79;35;43904;38;44008;1;2;9;4;4;11324;43954;329;50;7;7;4;43928;0;0;1;1;5;0.3;0;0;20;1;2;31;1364106558;0;0;0;12;0;16
122;CitationEntry;0;0;0;0;0;0;0;1;35;12;1;0;0;20;32;5;12;92;40;10;14;44032;1;11;2;4;3;43983;13150;608;58;14;14;4;43957;5;0;1;1;5;0.3;0;0;21;5;7;4;1459277251;0;0;0;0;1;0
123;CitationManager;0;1;0;1;4;0;0;4;80;9;1;0;26;69;12;4;2;254;132;0.8;151;43837;2;1;42;0;4;29587;0;257;196;26;43957;1;0.5;2;15;14;14;530;9;0;0;88;2;9;46;1364106558;0;0;0;8;1;14
124;CiteSeerXFetcher;0;0;0;0;6;0;0;20;68;10;1;0;10;37;33;1;6;176;88;43995;46;44057;1;8;41426;6;5;27395;23043;357;122;24;24;8;43867;1;0;1;1;5;0.1;0;0;50;1;8;44;1364106558;3;0;3;8;6;9
125;CleanupAction;0;0;0;0;2;0;0;15;63;6;0;0;17;46;0;1;4;178;99;43881;60;43996;1;6;43040;9;4;34700;30376;143;132;28;28;7;5;2;0;2;2;17;0.4;0;0;66;2;6;17;1454074650;0;0;0;15;0.666666667;37
126;CleanupActionsListModel;0;0;0;0;6;0;0;0;35;10;1;0;2;27;0;3;10;81;39;44055;20;43867;1;9;2;4;4;16072;24473;163;59;14;14;3;44047;4;0;1;1;5;0.3;0;0;21;5;8;2;1460579183;0;0;0;2;1;1
127;CleanupJob;0;0;0;0;0;0;0;0;2;1;1;0;1;1;0;9;1;30;6;0;0;53.3;1;1;0;0;1;0.17;0;441;8;0;0;1;43841;1;0;1;1;5;43832;0;0;0;2;1;3;1450622804;0;0;0;2;0;0
128;CleanupPreset;0;0;0;0;0;2;0;8;43;16;1;0;3;32;112;5;15;157;70;43932;55;14;2;8;25235;9;3;22282;20455;442;107;24;12;3;44014;16;0;1;1;5;0.2;0;0;43;16;15;9;1450622804;39;16;55;3;0.105263158;7
129;CleanupPresetPanel;0;0;0;0;0;0;0;28;64;6;1;0;13;44;0;1;3;141;92;12;98;0;1;5;43873;9;4;24473;43864;164;116;13;13;0;0;3;0;1;1;5;0.1;0;0;60;3;4;14;1460579183;0;0;0;7;0.733333333;18
130;CleanupWorker;0;0;0;0;1;2;0;3;28;4;1;0;13;33;2;2;3;90;47;43849;36;43935;1;4;43958;9;3;24108;45717;443;62;12;12;0;0;3;0;1;1;5;0.3;0;0;31;3;3;12;1450622804;0;0;0;13;1;17
131;ClearFormatter;0;0;0;0;0;0;0;0;8;6;1;0;2;9;15;5;6;36;16;0;3;0;1;5;43862;1;2;43983;1;457;27;5;5;0;0;1;0;1;1;5;0.6;0;0;6;1;5;4;1459521143;0;0;0;2;0;2
132;ClipBoardManager;0;0;0;0;3;0;0;14;39;6;1;0;9;38;3;7;5;129;62;43901;34;31;1;4;27607;4;5;41306;2;97;77;15;15;16;43878;2;0;2;2;15;0.6;0;0;31;4;4;20;1364106558;0;0;0;6;0.666666667;10
133;ColorSetupPanel;0;0;0;0;6;0;1;3;66;3;5;0;8;30;0;1;3;192;83;0;105;43996;1;1;58;0;2;16438;0;269;131;14;44016;9;43927;4;0;3;3;257;43957;0;0;62;5;10;29;1364106558;0;0;0;5;0.5;11
134;CompleteRenderer;0;0;0;0;0;0;0;0;7;3;0;0;1;6;3;1;2;19;8;0;3;43895;1;3;0.67;1;2;0.88;1;288;13;3;3;1;43837;3;0;1;1;5;43891;0;0;2;3;3;2;1441880421;0;0;0;1;0;2
135;CompositeFormat;0;0;0;0;3;0;1;1;15;4;1;0;1;10;0;3;4;59;17;44054;3;40.7;1;4;27395;3;4;47119;43952;547;25;6;6;4;44056;2;0;1;1;5;0.7;0;0;8;3;4;16;1364106558;0;0;0;1;1;1
136;ConfirmCloseFileListEntryEditor;0;0;0;0;0;0;0;0;4;1;1;0;1;1;0;2;1;29;4;0;0;69;1;1;0;0;1;0.25;0;66;6;0;0;3;33.3;1;0;1;1;5;44045;0;0;0;2;1;6;1364106558;0;0;0;1;0;0
137;ConnectionLostException;0;0;0;0;0;0;0;0;4;1;4;0;0;2;0;3;1;26;4;0;1;69.2;1;1;1;1;2;0.75;1;258;6;1;1;1;43904;0;0;1;1;5;44045;0;0;1;0;1;9;1364106558;0;0;0;0;0;0
138;ContainBasedSearchRule;0;0;0;1;6;0;2;6;33;5;1;0;4;19;2;4;4;78;31;43940;13;43945;1;4;27485;7;5;35431;43953;636;44;10;10;2;43894;1;0;1;1;5;0.4;0;0;20;2;3;13;1438262128;0;0;0;4;1;4
139;ContainsAndRegexBasedSearchRuleDescriber;0;0;0;0;1;0;0;0;28;3;1;0;4;22;0;2;2;70;33;43842;26;43942;1;3;24624;4;4;24473;24504;642;45;10;10;0;0;2;0;1;1;5;0.4;0;0;20;2;3;21;1455726212;0;0;0;4;0;8
140;ContentAutoCompleters;0;0;0;0;1;0;2;2;25;5;0;0;9;24;10;7;5;42;22;43839;12;43960;1;3;24532;2;3;11689;24473;424;29;5;5;2;43957;2;0;3;3;25;44076;0;0;13;3;3;27;1438214712;0;0;0;7;1;6
141;ContentSelectorDialog2;0;1;0;1;17;17;1;28;187;28;6;0;17;134;170;4;1;506;333;43841;247;43842;3;24593;15;12;5;43832;30011;98;392;55;43978;38;44051;0;0;10;8;280;43923;2;0;258;0;10;71;1364106558;0;0;0;8;0.965517241;27
142;ConversionMenu;0;0;0;0;0;0;0;0;7;2;7;0;4;17;1;1;1;45;15;44018;11;51.1;1;1;6;2;3;41275;2;191;18;2;2;3;43904;1;0;2;2;245;45.4;0;0;8;2;1;9;1443733253;0;0;0;3;0;3
143;ConvertLegacyExplicitGroups;0;0;0;0;3;0;0;11;30;5;1;0;10;25;10;2;3;58;31;44004;28;44080;1;3;12206;5;5;27030;12114;330;44;12;12;2;43894;0;0;1;1;5;0.4;0;0;23;1;3;1;1461342498;3;0;3;6;0;12
144;Cookie;0;0;0;0;3;10;4;3;52;5;1;0;0;30;0;1;5;132;64;43910;37;43885;1;5;43990;14;6;43953;43865;601;86;24;24;9;43960;2;0;7;7;51;2;0;0;41;3;5;22;1364106558;0;0;0;0;1;0
145;CookieHandlerImpl;0;0;0;0;1;0;0;2;25;3;2;0;1;24;0;1;3;122;37;43914;24;39.3;1;2;43962;6;6;42401;43956;602;60;11;11;24;44010;0;0;3;3;20;43831;0;0;25;1;2;21;1364106558;0;0;0;1;1;4
146;CopacImporter;0;0;0;0;4;12;0;38;85;9;0;0;3;39;34;4;7;162;81;44104;82;16;1;7;31625;22;6;27426;20911;385;110;30;30;7;6;0;43;5;4;75;43892;1;0;63;1;7;34;1364106558;0;0;0;3;0.5;5
147;CopyAction;0;0;0;0;4;0;1;2;19;2;2;0;4;12;0;1;2;38;25;12;15;0;1;2;43957;6;4;18994;43954;144;31;7;7;0;0;2;0;1;1;5;0.5;0;0;13;2;2;11;1440761043;0;0;0;4;1;4
148;CopyVersionToClipboardAction;0;0;0;0;0;0;0;2;9;2;2;0;7;10;1;1;2;38;13;0;7;39.5;1;1;3;1;2;0.54;1;145;17;1;1;0;0;1;0;1;1;5;1;0;0;3;1;1;1;1461919483;0;0;0;5;0;5
149;CountingUndoManager;0;0;0;0;1;0;5;0;22;6;4;0;1;11;0;50;6;63;27;0;6;44066;1;6;2;1;2;44562;1;300;37;6;6;0;0;4;0;4;4;16;43922;0;0;12;4;6;20;1364106558;0;2;2;1;1;2
150;CreateBibORDFAuthors;0;0;0;0;0;0;1;1;17;3;1;0;1;11;3;1;2;92;22;43879;18;58.7;1;2;43959;5;5;44076;3;548;29;5;5;30;50.8;0;0;1;1;5;0.6;0;0;16;1;2;22;1364106558;0;0;0;1;0;0
151;CreateDocBookAuthors;0;0;0;0;4;4;0;20;45;4;1;1;4;19;4;2;3;91;28;25;48;42.9;1;2;10;12;5;14277;43957;549;40;12;12;17;44072;1;0;2;2;16;43891;0;0;19;2;2;44;1364106558;0;0;0;4;1;8
152;CreateDocBookEditors;0;0;0;0;0;0;0;0;8;2;0;0;2;7;1;0;2;56;8;0;4;71.4;1;1;4;1;2;41275;1;550;11;1;1;18;62.1;0;0;1;1;5;43952;0;0;4;1;1;19;1364106558;0;0;0;2;0;2
153;CrossRef;0;0;0;0;5;0;1;18;61;7;1;0;16;41;17;4;2;128;69;43993;50;44057;1;5;43869;5;4;24838;43864;358;86;22;22;16;44027;1;0;6;6;53;43832;0;0;39;2;5;10;1449139568;0;0;0;4;1;7
154;CrossRefEntryComparator;0;1;0;1;2;0;1;0;18;3;1;0;1;7;3;1;3;51;16;25;2;45.1;1;1;10;7;3;23012;7;435;22;10;10;6;43942;0;0;3;3;15;43892;0;0;9;1;1;26;1364106558;0;0;0;1;1;2
155;CrossrefFetcherEvaluator;0;0;0;1;2;0;1;15;49;2;1;0;7;26;1;0;2;86;60;43903;42;43954;2;1;21;9;8;27426;43959;359;69;7;7;1;43922;1;0;14;14;160;44019;0;0;38;2;1;1;1464174384;4;0;4;6;0;7
156;CurrentDate;0;0;1;1;3;0;1;1;14;2;1;0;1;8;1;1;2;60;11;43839;5;65;1;1;4;0;3;1;0;551;15;4;4;8;34.8;0;0;1;1;5;43831;0;0;4;1;1;16;1364106558;0;0;0;1;1;0
157;CustomEntryType;0;0;0;0;2;0;0;8;71;15;1;0;2;40;73;11;15;140;61;43893;60;43937;1;4;27668;1;3;21551;1;693;99;21;21;3;44076;5;0;3;2;10;0.3;1;0;44;7;13;67;1364106558;0;9;9;2;1;3
158;CustomEntryTypesManager;0;0;0;1;1;0;1;4;12;4;1;0;5;17;4;5;3;54;28;44022;12;43854;1;2;7;3;4;15707;43953;415;34;5;5;9;44094;1;0;3;2;35;43924;0;1;14;3;2;17;1447365569;6;0;6;5;0;5
159;CustomExportDialog;0;0;0;0;1;0;0;3;57;8;6;0;10;62;0;2;6;217;139;43985;94;43934;2;4;23346;6;4;24108;41306;41;157;19;19;12;43837;4;0;3;3;250;43895;0;0;99;4;6;43;1364106558;0;0;0;4;1;9
160;CustomExportList;0;0;0;0;1;0;0;19;54;13;1;0;9;51;36;4;7;136;75;43903;52;43877;1;11;16497;4;4;44044;23377;42;94;17;17;5;43835;6;0;1;1;5;0.2;0;0;45;7;9;34;1364106558;17;3;20;3;0.6;8
161;CustomImporter;0;0;0;1;1;0;2;4;49;20;1;0;1;34;114;5;20;142;59;0;22;43973;2;43960;13516;2;3;11689;43952;332;85;16;16;2;43892;10;0;3;3;27;43831;0;0;26;11;14;7;1451580768;0;0;0;1;1;0
162;CustomImportList;0;2;0;2;1;0;0;13;34;7;4;0;5;25;17;5;3;103;37;44053;21;40.8;1;6;43954;3;4;21551;24473;331;48;10;10;8;43904;2;0;3;3;55;44046;0;0;20;4;6;30;1364106558;15;3;18;3;0.5;6
163;Database;0;0;0;0;0;0;0;0;7;5;1;0;3;5;10;5;5;23;10;0;0;0;2;43953;0;0;1;0.6;0;727;14;0;0;0;0;7;0;3;3;45;44022;0;0;0;7;5;1;1460967089;0;0;0;3;0;0
164;DatabaseExporter;3;0;2;10;43;14;14;76;265;16;1;0;30;123;102;4;5;474;234;43877;191;23;1;22;8;12;7;16103;27820;734;318;65;65;62;43906;1;0;23;21;212;43863;0;2;175;6;14;5;1460967089;20;0;20;27;0.333333333;56
165;DatabaseFileLookup;0;0;0;0;1;0;0;3;20;3;1;0;10;26;0;1;2;100;35;44017;20;43;1;4;43954;3;3;43983;43952;333;43;6;6;19;44012;0;0;1;1;5;0.4;0;0;17;1;3;49;1364106558;6;0;6;7;0.666666667;9
166;DatabaseImporter;3;0;0;4;18;16;0;47;164;8;1;0;26;94;18;3;3;307;155;43940;142;43973;1;13;42217;15;9+;23071;44017;736;212;30;30;41;43877;1;0;23;23;202;43864;0;0;97;4;6;7;1460967089;0;0;0;21;0.333333333;35
167;DatabaseLabelPattern;0;0;0;0;0;0;0;2;7;2;0;0;4;5;1;5;2;29;6;0;2;51.7;1;1;1;1;2;0.5;1;517;9;1;1;0;0;1;0;1;1;5;44075;0;0;1;1;1;7;1456089841;3;0;3;2;0;2
168;DatabasePropertiesDialog;0;3;0;3;1;15;1;55;151;10;6;0;20;100;15;2;3;300;200;12;187;44019;2;43955;15.78;18;4;28491;24532;167;231;27;27;8;43893;3;0;4;4;268;44077;0;0;132;3;7;100;1364106558;0;0;0;11;0.842105263;50
169;DatabaseSearcher;0;0;0;0;0;0;0;4;19;3;1;0;6;20;0;2;2;57;24;43865;13;31.6;1;2;4;2;3;0.96;43952;625;28;4;4;1;43924;2;0;1;1;5;0.6;0;0;8;3;2;7;1450444750;0;0;0;4;0;3
170;DatabaseType;0;0;0;0;1;0;0;1;10;7;2;0;0;13;13;11;5;38;16;43963;7;44058;1;4;27395;3;4;16072;43952;728;24;6;6;4;43904;1;0;1;1;5;0.7;0;0;8;2;3;1;1460967089;0;0;0;0;0;0
171;DatabaseUtil;2;0;0;4;7;0;1;1;38;7;1;0;3;25;21;3;5;107;39;44091;21;36.4;1;7;20880;5;4;31048;15738;729;57;13;13;15;44063;3;0;4;4;39;43892;0;0;21;5;6;3;1460967089;5;0;5;3;0;6
172;DatePickerButton;0;0;0;0;0;0;0;0;14;3;1;0;4;18;0;1;3;65;29;43924;14;43890;1;3;24532;2;3;43891;12055;166;35;3;3;4;43900;2;0;3;2;10;1;1;0;11;2;2;22;1364106558;0;0;0;3;1;4
173;DbConnectAction;0;0;0;0;3;0;0;18;39;3;1;0;14;35;1;2;3;104;43;7;37;24;2;43953;43926;4;3;28126;27395;730;59;8;4;8;44085;2;0;2;2;10;0.6;0;0;25;3;4;26;1364106558;0;0;0;9;1;21
174;DBConnectDialog;0;1;1;2;13;0;0;7;77;10;6;0;15;97;25;4;4;291;170;43992;175;43966;2;4;43966;10;4;30317;23043;722;199;17;17;20;43839;0;0;3;3;247;43834;0;0;119;2;4;45;1191542029;0;0;0;6;0.875;17
175;DBExporterAndImporterFactory;0;0;0;0;0;0;0;0;10;5;1;0;6;13;8;4;3;60;22;40.9;6;35;1;1;5;0;4;28491;0;723;30;10;10;2;43896;3;0;1;1;5;0.6;0;0;8;3;2;9;1364106558;0;0;0;5;0;3
176;DbImportAction;0;0;1;2;4;0;0;28;83;10;0;0;25;72;27;2;5;220;120;43875;78;44000;2;5;43989;10;7;12451;32540;737;153;25;43963;24;43995;2;0;7;6;65;43922;0;1;71;3;9;66;1364106558;0;0;0;18;0.5;35
177;DBImporterResult;0;0;0;0;0;0;0;0;7;3;1;0;3;5;0;3;3;41;14;0;1;36.6;1;3;12055;1;2;0.93;1;735;18;1;1;0;0;2;0;1;1;5;0.9;0;0;4;2;1;3;1451677384;0;0;0;3;0;1
178;DBImportExportDialog;0;0;0;1;7;0;1;1;84;20;1;0;8;72;154;6;11;261;150;44016;90;43900;5;44046;42491;6;5;27030;17168;724;187;23;43962;10;43835;10;0;17;17;97;44013;0;0;93;11;14;28;1364106558;0;20;20;3;0.3;5
179;DBLPFetcher;0;0;1;1;8;10;0;19;77;8;1;0;11;42;20;1;6;174;81;43841;39;43846;1;6;43959;10;8;16834;43953;360;104;15;15;12;43900;1;0;2;2;15;0.5;0;0;54;1;6;36;1364106558;3;0;3;9;0.875;12
180;DBLPHelper;0;0;0;1;3;0;0;14;29;4;1;0;3;14;4;1;2;103;34;44076;24;38.8;2;2;5;2;3;23743;45658;361;44;5;43953;16;44038;1;0;1;1;5;0.4;0;0;20;3;4;23;1364106558;0;0;0;3;1;2
181;DBStrings;0;0;0;0;0;0;1;0;22;12;1;0;3;15;42;12;11;101;37;0;7;35.6;1;12;15342;1;2;13881;1;725;50;4;4;9;43905;1;0;1;1;5;0.3;0;0;17;4;4;23;1364106558;2;5;7;2;1;2
182;DBStringsPreferences;0;0;0;0;0;0;0;2;19;7;1;0;2;13;13;10;7;52;27;0;16;44048;1;7;31413;1;2;13516;1;726;39;3;3;1;43953;3;0;1;1;5;0.4;0;0;13;4;3;1;1460967089;19;0;19;2;1;3
183;Default;0;0;0;0;2;0;0;0;11;3;1;0;1;5;0;2;3;38;8;0;1;50;1;2;1;2;2;0.88;43952;554;13;3;3;2;43903;0;0;1;1;5;43891;0;0;2;1;1;14;1364106558;0;0;0;1;1;0
184;DefaultAutoCompleter;0;0;0;0;0;0;0;0;9;4;0;0;4;13;4;3;2;66;20;10;7;42.4;1;4;43953;3;4;43952;27395;425;28;6;6;6;43999;0;0;1;1;5;0.6;0;0;10;0;3;25;1364106558;0;0;0;4;1;2
185;DefaultDesktop;0;0;1;1;0;0;0;4;22;7;1;0;3;17;19;1;6;39;20;0;14;0;1;5;43862;1;2;0.9;1;169;31;5;5;0;0;1;0;1;1;5;0.5;0;0;6;1;5;4;1458043089;0;0;0;1;1;0
186;Defaults;0;0;0;0;0;0;0;0;6;2;1;0;1;3;0;13;2;17;8;0;0;0;1;2;1;1;2;0.88;1;404;11;2;2;0;0;4;0;1;1;5;43952;0;0;2;4;2;1;1454083130;0;11;11;1;0;0
187;DiVAtoBibTeXFetcher;0;0;0;0;1;0;0;7;38;9;1;0;16;35;32;1;6;138;71;44083;33;44028;1;3;13.33;1;5;25204;1;364;94;17;17;9;44020;1;19;5;5;53;44075;0;0;37;1;5;36;1353237991;5;0;5;10;1;8
188;DOAJFetcher;0;0;0;0;6;10;0;15;61;7;1;0;16;39;15;1;6;138;75;16;40;43902;1;5;43930;13;7;33635;43924;362;104;19;19;2;44075;1;0;7;6;70;43863;1;0;45;1;5;18;1446586167;3;0;3;7;1;8
189;DOI;0;0;0;0;2;0;1;3;34;8;1;0;5;36;16;20;7;169;51;44050;41;45.6;1;2;43965;5;4;29952;5;647;88;18;18;52;37.1;0;0;4;4;35;43891;0;0;27;7;6;21;1440073995;0;0;0;2;1;1
190;DOICheck;0;0;0;0;0;0;0;5;11;2;1;0;3;9;1;2;2;38;11;43879;5;52.6;1;1;6;3;3;13150;3;552;16;4;4;2;43841;0;0;1;1;5;1;0;0;6;1;1;29;1364106558;0;0;0;2;0;1
191;DoiCleanup;0;0;0;0;1;0;0;8;31;5;1;0;8;23;8;1;2;88;37;44092;28;43856;1;2;43963;8;5;22678;43955;444;47;8;8;6;43901;0;0;1;1;5;0.4;0;0;27;1;2;11;1449253787;0;0;0;6;1;15
192;DoiResolution;0;0;0;0;2;0;6;16;43;3;1;0;12;38;1;2;2;86;42;43960;28;44101;1;1;23;0;7;25965;0;482;52;8;8;7;44085;0;0;3;3;25;43983;0;0;24;1;1;14;1459518708;0;0;0;4;1;3
193;DOIStrip;0;0;0;0;0;0;0;3;9;2;1;0;3;7;1;2;2;33;8;43963;3;54.5;1;1;3;2;3;1;2;553;12;3;3;1;44019;0;0;1;1;5;43922;0;0;3;1;1;21;1364106558;0;0;0;2;0;1
194;DOItoBibTeXFetcher;0;0;0;0;1;0;0;14;52;13;1;0;17;47;74;4;8;137;81;43902;45;43897;1;10;43955;8;4;23743;43863;363;104;25;25;10;44051;3;0;3;3;21;0.7;0;0;43;3;9;54;1352328276;5;0;5;12;0;14
195;DownloadExternalFile;0;0;0;0;18;16;3;38;148;10;1;0;23;91;7;3;3;360;185;43884;125;44038;2;5;43996;52;5;12451;44054;67;234;62;31;60;43941;2;0;11;11;86;43862;0;0;128;6;8;76;1178988260;0;0;0;14;0.6;30
196;DragDropPane;0;0;1;1;7;12;0;36;91;6;5;1;3;13;5;3;0;175;88;17;54;36;4;43952;43961;21;8;23071;24654;99;116;19;43960;39;43886;0;0;7;7;87;43953;0;0;53;0;3;19;1364106558;0;0;0;1;0;1
197;DragDropPopupPane;0;0;0;0;2;0;0;0;13;3;0;0;2;12;1;2;1;46;14;43837;7;41.3;2;43952;12086;3;4;17168;24473;100;20;5;5;2;43839;1;0;1;1;5;0.8;0;0;5;2;2;23;1364106558;0;0;0;1;1;0
198;DroppedFileHandler;0;0;0;0;13;14;1;66;231;12;1;0;28;118;0;3;5;555;288;43849;274;43970;2;7;16.43;16;6;11355;46539;68;368;84;84;67;43936;3;28;14;13;114;1;1;0;221;6;10;95;1155398781;0;15;15;17;0.588235294;74
199;DuplicateCheck;0;0;0;3;32;10;6;40;188;10;1;0;10;57;35;9;5;311;166;43912;92;43946;1;8;16;12;6;43892;23132;672;206;60;60;46;43908;2;0;6;5;77;43862;0;1;132;6;8;61;1364106558;0;0;0;8;0.818181818;14
200;DuplicateResolverDialog;0;1;0;1;1;0;0;10;52;13;6;0;12;40;60;2;4;156;87;43994;89;43873;3;2;43009;7;4;41306;2;101;115;10;43893;3;43953;4;0;6;6;268;44050;0;0;63;4;5;70;1364106558;0;0;0;9;0.428571429;15
201;DuplicateSearch;0;0;0;0;35;14;3;33;153;5;1;0;16;30;0;3;2;243;128;43997;66;43935;4;43953;9;21;8;15766;44077;102;169;34;43901;19;43840;4;0;7;6;73;43922;1;0;89;4;7;65;1364106558;0;0;0;12;0.272727273;15
202;DuplicationChecker;0;0;0;0;3;0;0;0;34;6;1;0;2;21;1;1;4;102;46;43951;17;35.3;1;4;43959;6;4;41306;5;679;60;19;19;32;34.8;3;0;6;6;30;44013;0;0;29;4;4;2;1459853797;0;0;0;1;1;0
203;EasyDateFormat;0;0;0;0;0;0;1;1;7;3;1;0;2;8;3;4;3;42;12;0;7;40.5;1;1;4;0;2;0.83;0;652;18;3;3;9;33.3;1;0;1;1;5;0.9;0;0;5;3;2;12;1440073995;5;5;10;2;0;1
204;EmacsKeyBindings;0;0;5;10;22;0;7;116;326;11;1;0;15;64;39;9;3;883;350;43936;242;44029;13;33635;44348;9;7;44138;22678;224;622;100;44019;70;43840;18;53;21;14;200;43831;5;2;233;36;36;24;1125444115;0;0;0;13;0.894736842;20
205;EncodingControl;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58;31;44086;9;43842;1;4;4;5;6;27030;3;510;43;5;5;4;43959;1;0;2;2;15;43862;0;0;15;2;2;0;1468368000;0;0;0;0;1;0
206;Encodings;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;20;11;0;17;0;1;0;0;0;2;0.91;0;511;16;0;0;0;0;1;0;7;3;45;43930;0;4;4;1;0;0;1468368000;0;0;0;0;0;0
207;EncryptedPdfsNotSupportedException;0;0;0;0;0;0;0;0;3;1;4;0;0;2;0;2;1;22;3;0;0;72.7;1;0;0;0;0;0;0;667;4;0;0;1;20;1;0;1;1;5;43865;0;0;0;1;0;1;1457876867;0;0;0;0;0;0
208;EndnoteImporter;0;0;0;0;19;17;0;59;144;9;0;0;5;46;34;3;7;298;173;35.8;117;43850;1;7;21.29;62;6;43985;21094;386;214;69;69;36;43935;0;25;16;16;205;43864;0;0;143;1;7;64;1364106558;0;0;0;5;0.6;6
209;EntireFieldAutoCompleter;0;0;0;0;0;0;0;1;8;4;0;1;4;11;4;3;2;58;14;43837;6;48.3;1;3;2;2;3;44197;12055;426;21;5;5;6;43883;0;0;1;1;5;0.8;0;0;7;0;3;20;1364106558;0;0;0;4;1;2
210;EntriesGroupChange;0;0;0;0;0;0;0;0;20;6;1;0;0;9;9;8;6;58;24;0;5;44099;1;6;12055;1;2;43922;1;492;32;3;3;0;0;4;0;1;1;5;0.5;0;0;8;4;3;5;1455911924;0;0;0;2;0;0
211;EntryAddChange;0;1;0;1;0;0;0;1;17;3;0;0;12;14;0;1;3;59;29;0;13;43946;1;3;12114;1;2;0.86;1;20;35;3;3;0;0;0;0;1;1;5;0.5;0;0;10;0;3;31;1364106558;17;0;17;11;1;10
212;EntryAddedEvent;0;0;0;0;0;0;1;0;9;3;0;0;2;4;0;7;3;51;13;0;2;54.9;1;3;24473;1;2;44044;1;34;17;2;2;5;44034;0;0;1;1;5;1;0;0;5;3;2;2;1462797354;0;0;0;3;1;2
213;EntryChange;0;2;0;2;17;4;2;3;88;4;0;0;10;34;2;1;3;174;93;43878;74;44088;2;43954;21033;15;5;42767;41760;21;119;30;15;11;43959;0;0;7;7;43;43862;0;0;57;0;6;44;1364106558;11;0;11;8;1;14
214;EntryChangedEvent;0;0;0;0;0;0;0;0;2;1;0;1;2;2;0;5;1;18;5;0;1;33.3;1;1;1;1;2;0.6;1;35;7;1;1;2;43883;0;0;1;1;5;43923;0;0;1;2;1;1;1462797354;0;0;0;2;0;1
215;EntryComparator;0;3;0;4;9;12;0;12;88;5;1;0;4;23;4;2;4;145;78;44007;37;43944;1;4;15.25;24;4;43497;27546;436;97;39;39;17;44088;2;0;6;3;41;43922;3;0;57;3;4;59;1364106558;0;0;0;4;0.714285714;8
